log.tsv|version1
source_name	source_qid	parity	target_name	target_qid	target_uid	reason	witness	
Hoploridium	COL:1171553	=>	Hoploridium	COL:1171553	-628574	new/import	null
Polyphaga	trunk:061089ae-20a9-4ead-831b-77b81dd7e55f	=>	Polyphaga	trunk:061089ae-20a9-4ead-831b-77b81dd7e55f	-419248	new/import	null
Polyphaga	BLA:1178116	not=>	Polyphaga	trunk:061089ae-20a9-4ead-831b-77b81dd7e55f	-419248	not-same/ranks	genus|suborder
Polyphaga	BLA:1178116	=>	Polyphaga	BLA:1178116	-643845	new/import	null
Diplaziopsidaceae	TPL:T519	=>	Diplaziopsidaceae	TPL:T519	-135600	reject/inconsistent	null
Metoligotoma brevispina	EMB:1171915	=>	Metoligotoma brevispina	EMB:1171915	-598348	new/import	null
Epaphrodita musarum	MNT:1182656	=>	Epaphrodita musarum	MNT:1182656	-592958	new/import	null
Bosbequius latus	LYG:1214152	=>	Bosbequius latus	LYG:1214152	-684285	new/import	null
Peltophysa minor	COL:1171568	=>	Peltophysa minor	COL:1171568	-651298	new/import	null
Pyrgomorphini	ORTH:1120928	=>	Pyrgomorphini	ORTH:1120928	-678594	new/refinement	null
Perlapsocidae	PLE:1152758	=>	Perlapsocidae	PLE:1152758	-419210	new/import	null
Metakinetoplastina	trunk:88a67777-de93-4c00-a989-26b871039523	=>	Metakinetoplastina	trunk:88a67777-de93-4c00-a989-26b871039523	-22216	new/import	null
		-	Metakinetoplastina	trunk:88a67777-de93-4c00-a989-26b871039523	-22216	rank inversion	null
Metakinetoplastina	WOR:562566	=>	Metakinetoplastina	trunk:88a67777-de93-4c00-a989-26b871039523	-22216	same/parent+parent	Kinetoplastea|Kinetoplastea
Holmaniella	APH:1159446	=>	Holmaniella	APH:1159446	-600638	new/import	null
Zetoborinae	BLA:1172686	-		null	-	sibling-sink mismatch	null
Zetoborinae	BLA:1172686	=>	Zetoborinae	BLA:1172686	-580652	reject/absorbed	null
Rhombifera	trunk:100a4ddf-a06a-4e05-9fd7-a8494e9c65c2	=>	Rhombifera	trunk:100a4ddf-a06a-4e05-9fd7-a8494e9c65c2	-31247	new/import	null
Rhombifera	WOR:103468	not=>	Rhombifera	trunk:100a4ddf-a06a-4e05-9fd7-a8494e9c65c2	-31247	not-same/ranks	genus|class
Rhombifera	WOR:103468	=>	Rhombifera	WOR:103468	-105134	new/import	null
Fervidicoccales	trunk:542e26b9-1fc0-4544-9eb3-aef04c601f10	=>	Fervidicoccales	trunk:542e26b9-1fc0-4544-9eb3-aef04c601f10	-11431	new/import	null
Machaeridia	trunk:eaa191cf-6fd1-4c25-9d33-8f11f1c6514f	=>	Machaeridia	trunk:eaa191cf-6fd1-4c25-9d33-8f11f1c6514f	-43153	new/import	null
Machaeridia	ORTH:1111910	not=>	Machaeridia	trunk:eaa191cf-6fd1-4c25-9d33-8f11f1c6514f	-43153	not-same/ranks	genus|class
Machaeridia	ORTH:1111910	=>	Machaeridia	ORTH:1111910	-678854	new/import	null
Machaeridia	WOR:819076	not=>	Machaeridia	ORTH:1111910	-678854	not-same/ranks	class|genus
Machaeridia	WOR:819076	=>	Machaeridia	trunk:eaa191cf-6fd1-4c25-9d33-8f11f1c6514f	-43153	same/parent+parent	Annelida|Annelida
Delaya	EET:EOL-Earthworm-Patch-1867	=>	Delaya	EET:EOL-Earthworm-Patch-1867	-125166	new/import	null
Hygrophila	TPL:T8377	=>	Hygrophila	TPL:T8377	-415018	new/import	null
Hygrophila	WOR:382243	not=>	Hygrophila	TPL:T8377	-415018	not-same/ranks	order|genus
Hygrophila	WOR:382243	=>	Hygrophila	WOR:382243	-78412	new/import	null
Blatta albifrons	BLA:1179264	=>	Blatta albifrons	BLA:1179264	-580837	new/import	null
Tetrigidae	ORTH:1100424	=>	Tetrigidae	ORTH:1100424	-645667	new/refinement	null
Tetrigidae	WOR:426346	=>	Tetrigidae	ORTH:1100424	-645667	same/parent+parent	Orthoptera|Orthoptera
Aegle	TPL:T1041	=>	Aegle	TPL:T1041	-391057	new/import	null
Aegle	WOR:450041	=>	Aegle	TPL:T1041	-391057	lumped	null
Lygaeinae	LYG:1210512	=>	Lygaeinae	LYG:1210512	-650861	reject/inconsistent	null
Proboscidea	trunk:1057d03c-267c-4e0b-a4fb-55ec14a4620a	=>	Proboscidea	trunk:1057d03c-267c-4e0b-a4fb-55ec14a4620a	-675677	new/import	null
Proboscidea	TPL:T13542	not=>	Proboscidea	trunk:1057d03c-267c-4e0b-a4fb-55ec14a4620a	-675677	not-same/ranks	genus|order
Proboscidea	TPL:T13542	=>	Proboscidea	TPL:T13542	-414024	new/import	null
Proboscidea	WOR:325990	not=>	Proboscidea	trunk:1057d03c-267c-4e0b-a4fb-55ec14a4620a	-675677	not-same/ranks	genus|order
Proboscidea	WOR:325990	=>	Proboscidea	TPL:T13542	-414024	same/primary-name	Proboscidea
Proboscidea	WOR:595705	not=>	Proboscidea	trunk:1057d03c-267c-4e0b-a4fb-55ec14a4620a	-675677	not-same/ranks	genus|order
Proboscidea	WOR:595705	=>	Proboscidea	TPL:T13542	-414024	same/primary-name	Proboscidea
Proboscidea	WOR:595705	=>	Proboscidea	TPL:T13542	-414024	lumped	null
Parastaffella schlykovae	WOR:919186	=>	Parastaffella schlykovae	WOR:919186	-25	new/import	null
Mutusca	COR:1186555	=>	Mutusca	COR:1186555	-684868	new/import	null
Ricinidae	PSO:1223817	-		null	-	sibling-sink mismatch	null
Ricinidae	PSO:1223817	=>	Ricinidae	PSO:1223817	-600491	reject/absorbed	null
Burmantis zherikhini	MNT:1225164	=>	Burmantis zherikhini	MNT:1225164	-592962	new/import	null
Oxyphyllum	TPL:T12044	=>	Oxyphyllum	TPL:T12044	-781812	new/import	null
Oxyphyllum	ORTH:1100590	-		null	-	not-placed/does-not-descend	null
Tithonia	TPL:T16613	=>	Tithonia	TPL:T16613	-781879	new/import	null
Tithonia	WOR:512733	-		null	-	not-placed/does-not-descend	null
Metoligotoma reducta reducta	EMB:1171928	=>	Metoligotoma reducta reducta	EMB:1171928	-626083	new/import	null
Zorotypus (Zorotypus) goeleti	ZOR:1218743	=>	Zorotypus (Zorotypus) goeleti	ZOR:1218743	-626392	new/import	null
Marchandia	ORTH:1128746	=>	Marchandia	ORTH:1128746	-677328	new/import	null
Holmaniella papillata	APH:1159447	=>	Holmaniella papillata	APH:1159447	-628525	new/import	null
Pronoctiluca	trunk:e27fb695-ed5d-4417-8a1b-ba73a012c7b5	=>	Pronoctiluca	trunk:e27fb695-ed5d-4417-8a1b-ba73a012c7b5	-13795	new/import	null
Pronoctiluca	WOR:109487	not=>	Pronoctiluca	trunk:e27fb695-ed5d-4417-8a1b-ba73a012c7b5	-13795	not-same/ranks	genus|class
Pronoctiluca	WOR:109487	=>	Pronoctiluca	WOR:109487	-25747	new/import	null
Micropsis	TPL:T10639	=>	Micropsis	TPL:T10639	-782211	new/import	null
Micropsis	WOR:764241	-		null	-	not-placed/does-not-descend	null
Polyopisthocotylea	WOR:119220	=>	Polyopisthocotylea	WOR:119220	-180667	new/refinement	null
		-	Polyopisthocotylea	WOR:119220	-180667	rank inversion	null
Paraclisis	PSO:1224487	=>	Paraclisis	PSO:1224487	-600518	new/import	null
Paraclisis	WOR:384811	-		null	-	promoted/internal	Philopteridae
		-	Paraclisis	PSO:1224487	-600518	move to parent of former container, instead of to container	null
Tettigoniinae	ORTH:1141619	=>	Tettigoniinae	ORTH:1141619	-663859	new/refinement	null
Trigonidiinae	ORTH:1126753	=>	Trigonidiinae	ORTH:1126753	-663760	new/refinement	null
Thespis	TPL:T16484	=>	Thespis	TPL:T16484	-781943	new/import	null
Thespis	MNT:1185900	-		null	-	not-placed/does-not-descend	null
Sulfolobaceae	trunk:81ffcd54-7131-41e3-ae24-72a3936a7eaa	=>	Sulfolobaceae	trunk:81ffcd54-7131-41e3-ae24-72a3936a7eaa	-12477	new/import	null
Sulfolobaceae	WOR:559455	=>	Sulfolobaceae	trunk:81ffcd54-7131-41e3-ae24-72a3936a7eaa	-12477	same/parent+parent	Sulfolobales|Sulfolobales
Diplura	trunk:02259fc5-8d31-4c96-9d10-3870f51aba6a	=>	Diplura	trunk:02259fc5-8d31-4c96-9d10-3870f51aba6a	-105546	new/import	null
Diplura	WOR:369589	not=>	Diplura	trunk:02259fc5-8d31-4c96-9d10-3870f51aba6a	-105546	not-same/ranks	genus|class
Diplura	WOR:369589	=>	Diplura	WOR:369589	-22828	new/import	null
Ancaudellia integerrima	BLA:1173634	=>	Ancaudellia integerrima	BLA:1173634	-620864	new/import	null
Tyto rosenbergii pelengensis	IOC:399f0db83453353c841d005baf5d49e0	=>	Tyto rosenbergii pelengensis	IOC:399f0db83453353c841d005baf5d49e0	-830176	new/import	null
Metoligotoma bidens	EMB:1171917	=>	Metoligotoma bidens	EMB:1171917	-598345	new/import	null
Awightipsocus megaloi	PSO:1222967	=>	Awightipsocus megaloi	PSO:1222967	-584082	new/import	null
Mutusca attenuata	COR:1186558	=>	Mutusca attenuata	COR:1186558	-702632	new/import	null
Zorotypus cretatus	ZOR:1218734	=>	Zorotypus cretatus	ZOR:1218734	-599169	new/import	null
Permedax effertus	GRY:1220011	=>	Permedax effertus	GRY:1220011	-582041	new/import	null
Neodermata	WOR:853123	=>	Neodermata	WOR:853123	-124857	reject/absorbed	null
		-	Neodermata	WOR:853123	-124857	rank inversion	null
Metoligotoma extorris	EMB:1171905	=>	Metoligotoma extorris	EMB:1171905	-598349	new/import	null
Echinostomatoidea	WOR:108404	=>	Echinostomatoidea	WOR:108404	-335637	reject/inconsistent	null
Bedfordiella	PSO:1224237	=>	Bedfordiella	PSO:1224237	-627064	new/import	null
Bedfordiella	WOR:384796	-		null	-	promoted/internal	Menoponidae
Platycleis	ORTH:1142516	=>	Platycleis	ORTH:1142516	-663874	new/import	null
Platycleis	WOR:426336	-		null	-	promoted/internal	Tettigoniidae
Psocidae	PSO:1196728	=>	Psocidae	PSO:1196728	-600578	new/refinement	null
Tellima breviloba	TPL:tro-50328428	=>	Tellima breviloba	TPL:tro-50328428	-396364	new/import	null
Neognathostomata	WOR:510501	=>	Neognathostomata	WOR:510501	-104979	new/refinement	null
Palaeoscapteriscops cretacea	ORTH:1128743	=>	Palaeoscapteriscops cretacea	ORTH:1128743	-692254	new/import	null
Ancaudellia undulata	BLA:1173645	=>	Ancaudellia undulata	BLA:1173645	-620861	new/import	null
Musapsocus simlae	PSO:1198509	=>	Musapsocus simlae	PSO:1198509	-665624	new/import	null
Perlapsocus formosoi	PLE:1152760	=>	Perlapsocus formosoi	PLE:1152760	-599154	new/import	null
Telesonix	TPL:T16288	=>	Telesonix	TPL:T16288	-348602	new/import	null
Burmantis asiatica	MNT:1186149	=>	Burmantis asiatica	MNT:1186149	-592960	new/import	null
Telesonix jamesii var. heucheriformis	TPL:tro-29100648	=>	Telesonix jamesii var. heucheriformis	TPL:tro-29100648	-396360	new/import	null
Perlopsis oppressa	PLE:1152775	=>	Perlopsis oppressa	PLE:1152775	-599155	new/import	null
Echinoneoida	WOR:510525	=>	Echinoneoida	WOR:510525	-105003	new/refinement	null
Cynthia crinitistellata	WOR:252695	=>	Cynthia crinitistellata	WOR:252695	-30	new/import	null
Lampridacea	trunk:e6ce01dd-6f19-4ea3-8b65-4a48712ea05f	=>	Lampridacea	trunk:e6ce01dd-6f19-4ea3-8b65-4a48712ea05f	-660585	new/import	null
		-	Lampridacea	trunk:e6ce01dd-6f19-4ea3-8b65-4a48712ea05f	-660585	rank inversion	null
Fervidicoccaceae	trunk:5161155f-5cb2-4ab8-95ad-25eaf94c38d2	=>	Fervidicoccaceae	trunk:5161155f-5cb2-4ab8-95ad-25eaf94c38d2	-12476	new/import	null
Psocinae	PSO:1197043	-		null	-	sibling-sink mismatch	null
Psocinae	PSO:1197043	=>	Psocinae	PSO:1197043	-628081	reject/absorbed	null
Mutusca brevicornis	COR:1186556	=>	Mutusca brevicornis	COR:1186556	-702631	new/import	null
Telesonix jamesii	TPL:tro-29100647	=>	Telesonix jamesii	TPL:tro-29100647	-396361	new/import	null
Yontala	GRY:1220934	=>	Yontala	GRY:1220934	-419182	new/import	null
Leucotheidae	WOR:264862	-		null	-	sibling-sink mismatch	null
Leucotheidae	WOR:264862	=>	Leucotheidae	WOR:264862	-26293	reject/absorbed	null
Haplopterum majus	GRY:1222152	=>	Haplopterum majus	GRY:1222152	-582045	new/import	null
Richteria	TPL:T14434	=>	Richteria	TPL:T14434	-782750	new/import	null
Richteria	WOR:771400	=>	Richteria	TPL:T14434	-782750	lumped	null
Richteria	WOR:768820	-		null	-	not-placed/does-not-descend	null
Richteria	WOR:771400	-		null	-	not-placed/does-not-descend	null
Simsia	TPL:T15326	=>	Simsia	TPL:T15326	-783157	new/import	null
Simsia	EET:EOL-Earthworm-Patch-4605	-		null	-	not-placed/does-not-descend	null
Catantopinae	ORTH:1107471	=>	Catantopinae	ORTH:1107471	-664096	reject/inconsistent	null
Cribrina	WOR:267346	=>	Cribrina	WOR:267346	-135656	reject/inconsistent	null
Scutelliformes	WOR:510561	=>	Scutelliformes	WOR:510561	-328634	new/refinement	null
Creaphidinae	APH:1159069	=>	Creaphidinae	APH:1159069	-651117	new/import	null
Microcentrini	ORTH:1220721	-		null	-	sibling-sink mismatch	null
Microcentrini	ORTH:1220721	=>	Microcentrini	ORTH:1220721	-580928	reject/absorbed	null
Liturgusini	MNT:1183082	-		null	-	sibling-sink mismatch	null
Liturgusini	MNT:1183082	=>	Liturgusini	MNT:1183082	-620714	reject/absorbed	null
Canaphis	APH:1159015	=>	Canaphis	APH:1159015	-600637	new/import	null
Cydippida	WOR:1251	=>	Cydippida	WOR:1251	-20330	new/refinement	null
Gnesiotrocha	WOR:368540	=>	Gnesiotrocha	WOR:368540	-180086	reject/inconsistent	null
Eodermaptera	DER:1182188	=>	Eodermaptera	DER:1182188	-419133	new/import	null
Metoligotoma pugionifer	EMB:1171918	=>	Metoligotoma pugionifer	EMB:1171918	-598347	new/import	null
Stenocoris (Stenocoris) schaeferi	COR:1217696	=>	Stenocoris (Stenocoris) schaeferi	COR:1217696	-723777	new/import	null
Schlechtendalia	TPL:T14936	=>	Schlechtendalia	TPL:T14936	-783486	new/import	null
Schlechtendalia	APH:1161563	-		null	-	not-placed/does-not-descend	null
Metoligotoma reducta	EMB:1171927	=>	Metoligotoma reducta	EMB:1171927	-598344	new/import	null
Calantica	TPL:T3171	=>	Calantica	TPL:T3171	-392550	new/import	null
Calantica	WOR:182933	=>	Calantica	TPL:T3171	-392550	lumped	null
Cestodaria	WOR:370473	=>	Cestodaria	WOR:370473	-180669	new/refinement	null
		-	Cestodaria	WOR:370473	-180669	rank inversion	null
Semenovioloides	DER:1180047	=>	Semenovioloides	DER:1180047	-626216	new/import	null
Rhaphidophorinae	ORTH:1129902	=>	Rhaphidophorinae	ORTH:1129902	-645619	new/refinement	null
Carduiceps	PSO:1224252	=>	Carduiceps	PSO:1224252	-600527	new/import	null
Carduiceps	WOR:722888	-		null	-	promoted/internal	Philopteridae
		-	Carduiceps	PSO:1224252	-600527	move to parent of former container, instead of to container	null
Scapteriscus oxydactylus	ORTH:1128759	=>	Scapteriscus oxydactylus	ORTH:1128759	-712016	new/import	null
Semenovioloidea	DER:1180048	=>	Semenovioloidea	DER:1180048	-581806	new/import	null
Truncatulina scarenaensis	WOR:919115	=>	Truncatulina scarenaensis	WOR:919115	-29	new/import	null
Semenoviola karatavica	DER:1181927	=>	Semenoviola karatavica	DER:1181927	-645735	new/import	null
Chloracantha	TPL:T4006	=>	Chloracantha	TPL:T4006	-782509	new/import	null
Chloracantha	ORTH:1140905	-		null	-	not-placed/does-not-descend	null
Chloracantha	WOR:415195	=>	Chloracantha	TPL:T4006	-782509	same/primary-name	Chloracantha
Coulterella	TPL:T4642	=>	Coulterella	TPL:T4642	-782181	new/import	null
Coulterella	WOR:156025	-		null	-	not-placed/does-not-descend	null
Ancaudellia hanitschi	BLA:1173632	=>	Ancaudellia hanitschi	BLA:1173632	-620863	new/import	null
Prokinetoplastina	trunk:a47d07ab-2176-4c8c-9f9a-6503a01d641b	=>	Prokinetoplastina	trunk:a47d07ab-2176-4c8c-9f9a-6503a01d641b	-22217	new/import	null
		-	Prokinetoplastina	trunk:a47d07ab-2176-4c8c-9f9a-6503a01d641b	-22217	rank inversion	null
Prokinetoplastina	WOR:582203	=>	Prokinetoplastina	trunk:a47d07ab-2176-4c8c-9f9a-6503a01d641b	-22217	same/parent+parent	Kinetoplastea|Kinetoplastea
Dinizia	TPL:T5619	=>	Dinizia	TPL:T5619	-753002	new/import	null
Dinizia	WOR:479573	-		null	-	not-placed/does-not-descend	null
Perlapsocus	PLE:1152759	=>	Perlapsocus	PLE:1152759	-582075	new/import	null
Stenocoris (Pseudoleptocorisa)	COR:1186590	=>	Stenocoris (Pseudoleptocorisa)	COR:1186590	-702633	new/import	null
Gleichenella	PPG:Pteridophyte-Phylogeny-Group1-96	=>	Gleichenella	PPG:Pteridophyte-Phylogeny-Group1-96	-135497	new/import	null
Gleichenella	TPL:T7187	=>	Gleichenella	PPG:Pteridophyte-Phylogeny-Group1-96	-135497	same/parent+parent	Gleicheniaceae|Gleicheniaceae
Asienthomum	PSO:1223093	=>	Asienthomum	PSO:1223093	-600486	new/import	null
Timema nakipa	PHA:1203894	=>	Timema nakipa	PHA:1203894	-676878	new/import	null
Juramantophasma sinica	MAN:1220690	=>	Juramantophasma sinica	MAN:1220690	-620509	new/import	null
Spatangoidea	WOR:852322	=>	Spatangoidea	WOR:852322	-328743	new/refinement	null
Marciperla	PLE:1152752	=>	Marciperla	PLE:1152752	-419209	new/import	null
Timema dorotheae	PHA:1203887	=>	Timema dorotheae	PHA:1203887	-676880	new/import	null
Philopteridae	PSO:1223819	=>	Philopteridae	PSO:1223819	-600490	reject/inconsistent	null
Philopteridae	WOR:384784	=>	Philopteridae	PSO:1223819	-600490	same/parent+parent	Pterygota|Pterygota
Cidaridae	WOR:123158	=>	Cidaridae	WOR:123158	-150173	new/refinement	null
Thaumatophora	GRY:1221651	=>	Thaumatophora	GRY:1221651	-419159	new/import	null
Thaumatophora	PLE:1152750	-		null	-	not-placed/does-not-descend	null
Nanopsocetae	PSO:1198720	=>	Nanopsocetae	PSO:1198720	-584085	new/refinement	null
Arenaria serpyllifolia	TPL:kew-2650139	=>	Arenaria serpyllifolia	TPL:kew-2650139	-822733	new/import	null
Arenaria serpyllifolia	TPL:kew-2650140	=>	Arenaria serpyllifolia	TPL:kew-2650140	-822895	new/import	null
Arenaria serpyllifolia	WOR:438825	-	Arenaria serpyllifolia	TPL:kew-2650139	-822733	noinfo	null
Arenaria serpyllifolia	WOR:438825	-	Arenaria serpyllifolia	TPL:kew-2650140	-822895	noinfo	null
Arenaria serpyllifolia	WOR:438825	-		null	-	ambiguous tip	2
Camoensia	TPL:T3335	=>	Camoensia	TPL:T3335	-752475	new/import	null
Camoensia	ORTH:1120652	-		null	-	not-placed/does-not-descend	null
Oligochaeta	TPL:T11681	=>	Oligochaeta	TPL:T11681	-782604	new/import	null
Oligochaeta	WOR:2036	not=>	Oligochaeta	TPL:T11681	-782604	not-same/ranks	subclass|genus
Oligochaeta	WOR:2036	=>	Oligochaeta	WOR:2036	-80005	reject/absorbed	null
Cheiropleuria	PPG:Pteridophyte-Phylogeny-Group1-91	=>	Cheiropleuria	PPG:Pteridophyte-Phylogeny-Group1-91	-135502	new/import	null
Cheiropleuria	TPL:T3923	=>	Cheiropleuria	PPG:Pteridophyte-Phylogeny-Group1-91	-135502	same/parent+parent	Dipteridaceae|Dipteridaceae
Rhaphidophorini	ORTH:1129904	-		null	-	sibling-sink mismatch	null
Rhaphidophorini	ORTH:1129904	=>	Rhaphidophorini	ORTH:1129904	-663828	reject/absorbed	null
Leptothyra eroopolitana	WOR:767162	=>	Leptothyra eroopolitana	WOR:767162	-23	new/import	null
Trepaxonemata	WOR:853117	=>	Trepaxonemata	WOR:853117	-42095	reject/inconsistent	null
Cratotetraspinus	ORTH:1128748	=>	Cratotetraspinus	ORTH:1128748	-677325	new/import	null
Pseudophyllini	ORTH:1140472	-		null	-	sibling-sink mismatch	null
Pseudophyllini	ORTH:1140472	=>	Pseudophyllini	ORTH:1140472	-677871	reject/absorbed	null
Dicranopteris	PPG:Pteridophyte-Phylogeny-Group1-94	=>	Dicranopteris	PPG:Pteridophyte-Phylogeny-Group1-94	-135498	new/import	null
Dicranopteris	TPL:T5498	=>	Dicranopteris	PPG:Pteridophyte-Phylogeny-Group1-94	-135498	same/parent+parent	Gleicheniaceae|Gleicheniaceae
Kargarella	GRY:1221109	=>	Kargarella	GRY:1221109	-419184	new/import	null
Oxyothespini	MNT:1184628	-		null	-	sibling-sink mismatch	null
Oxyothespini	MNT:1184628	=>	Oxyothespini	MNT:1184628	-620802	reject/absorbed	null
Euacanthomorphacea	trunk:786273e5-3db4-448a-89dd-c7ba0160048b	=>	Euacanthomorphacea	trunk:786273e5-3db4-448a-89dd-c7ba0160048b	-660583	new/import	null
		-	Euacanthomorphacea	trunk:786273e5-3db4-448a-89dd-c7ba0160048b	-660583	rank inversion	null
Cleistostoma	TPL:T4248	=>	Cleistostoma	TPL:T4248	-135031	new/import	null
Cleistostoma	WOR:450376	=>	Cleistostoma	TPL:T4248	-135031	lumped	null
Vertebrata	trunk:9b03d0ca-fb17-47cc-bea9-0dd19978ea44	=>	Vertebrata	trunk:9b03d0ca-fb17-47cc-bea9-0dd19978ea44	-26236	new/import	null
Vertebrata	WOR:182675	not=>	Vertebrata	trunk:9b03d0ca-fb17-47cc-bea9-0dd19978ea44	-26236	not-same/ranks	subgenus|subphylum
Vertebrata	WOR:370321	not=>	Vertebrata	trunk:9b03d0ca-fb17-47cc-bea9-0dd19978ea44	-26236	not-same/ranks	genus|subphylum
Vertebrata	WOR:146419	=>	Vertebrata	trunk:9b03d0ca-fb17-47cc-bea9-0dd19978ea44	-26236	same/parent+parent	Chordata|Chordata
Vertebrata	WOR:182675	=>	Vertebrata	WOR:182675	-609374	new/import	null
Vertebrata	WOR:370321	=>	Vertebrata	WOR:370321	-32237	new/import	null
Dugesia	TPL:T5990	=>	Dugesia	TPL:T5990	-782995	new/import	null
Dugesia	WOR:181568	-		null	-	not-placed/does-not-descend	null
Kuhnia	TPL:T9033	=>	Kuhnia	TPL:T9033	-783205	new/import	null
Kuhnia	WOR:119369	-		null	-	not-placed/does-not-descend	null
Desulfurococcaceae	trunk:de7e0226-86a4-4f84-82d4-8074ff55f857	=>	Desulfurococcaceae	trunk:de7e0226-86a4-4f84-82d4-8074ff55f857	-12480	new/import	null
Desulfurococcaceae	WOR:559443	=>	Desulfurococcaceae	trunk:de7e0226-86a4-4f84-82d4-8074ff55f857	-12480	same/parent+parent	Desulfurococcales|Desulfurococcales
Rhachidosoraceae	TPL:T702	=>	Rhachidosoraceae	TPL:T702	-206577	reject/absorbed	null
Echinacea	TPL:T6069	=>	Echinacea	TPL:T6069	-782458	new/import	null
Echinacea	WOR:149855	not=>	Echinacea	TPL:T6069	-782458	not-same/ranks	superorder|genus
Echinacea	WOR:149855	=>	Echinacea	WOR:149855	-104977	new/import	null
Plinthisus (Nanoplinthisus) tindalis	LYG:1212438	=>	Plinthisus (Nanoplinthisus) tindalis	LYG:1212438	-701945	new/import	null
Metoligotoma reducta acuta	EMB:1171930	=>	Metoligotoma reducta acuta	EMB:1171930	-626084	new/import	null
Aphidioides	APH:1159020	=>	Aphidioides	APH:1159020	-600635	new/import	null
Jacksonia	TPL:T8720	=>	Jacksonia	TPL:T8720	-753058	new/import	null
Jacksonia	APH:1168012	-		null	-	not-placed/does-not-descend	null
Perlopsis filicornis	PLE:1152776	=>	Perlopsis filicornis	PLE:1152776	-599157	new/import	null
Robulus limbosensis	WOR:521976	=>	Robulus limbosensis	WOR:521976	-32	new/import	null
Cypriniphysae	trunk:6d8de153-1658-4ffe-b462-1dbb3fc700bb	=>	Cypriniphysae	trunk:6d8de153-1658-4ffe-b462-1dbb3fc700bb	-620481	new/import	null
		-	Cypriniphysae	trunk:6d8de153-1658-4ffe-b462-1dbb3fc700bb	-620481	rank inversion	null
Acanthocephala	trunk:3787eccf-6b14-4018-ae1d-0510678cb063	=>	Acanthocephala	trunk:3787eccf-6b14-4018-ae1d-0510678cb063	-41912	new/import	null
Acanthocephala	COR:1190351	not=>	Acanthocephala	trunk:3787eccf-6b14-4018-ae1d-0510678cb063	-41912	not-same/ranks	genus|phylum
Acanthocephala	COR:1190351	=>	Acanthocephala	COR:1190351	-685184	new/import	null
Acanthocephala	WOR:18814	not=>	Acanthocephala	COR:1190351	-685184	not-same/ranks	phylum|genus
Acanthocephala	WOR:18814	=>	Acanthocephala	trunk:3787eccf-6b14-4018-ae1d-0510678cb063	-41912	same/overlaps	Quadrigyridae|Acanthocephalus
Cota	TPL:T4629	=>	Cota	TPL:T4629	-783018	new/import	null
Cota	ORTH:1100646	-		null	-	not-placed/does-not-descend	null
Xerophyllini	ORTH:1102887	-		null	-	sibling-sink mismatch	null
Xerophyllini	ORTH:1102887	=>	Xerophyllini	ORTH:1102887	-678468	reject/absorbed	null
Creaphis theodora	APH:1159071	=>	Creaphis theodora	APH:1159071	-685534	new/import	null
Chorotypidae	ORTH:1118065	=>	Chorotypidae	ORTH:1118065	-645676	new/refinement	null
Awightipsocus jarzembowskii	PSO:1222966	=>	Awightipsocus jarzembowskii	PSO:1222966	-584083	new/import	null
Plinthisus (Dasythisus) kanyukovae	LYG:1212414	=>	Plinthisus (Dasythisus) kanyukovae	LYG:1212414	-701940	new/import	null
Jurocallis	APH:1159041	=>	Jurocallis	APH:1159041	-600636	new/import	null
Gabonella basispinata	WOR:896461	=>	Gabonella basispinata	WOR:896461	-28	new/import	null
Monopisthocotylea	WOR:119219	=>	Monopisthocotylea	WOR:119219	-180668	new/refinement	null
		-	Monopisthocotylea	WOR:119219	-180668	rank inversion	null
Plinthisus (Nanoplinthisus) acrocephalus	LYG:1212425	=>	Plinthisus (Nanoplinthisus) acrocephalus	LYG:1212425	-701944	new/import	null
Nilomantis	MNT:1183069	=>	Nilomantis	MNT:1183069	-620681	new/import	null
Perlopsis calamitosa	PLE:1152774	=>	Perlopsis calamitosa	PLE:1152774	-599156	new/import	null
Perlopsis	PLE:1152773	=>	Perlopsis	PLE:1152773	-582077	new/import	null
Miotroctes rousei	PSO:1199171	=>	Miotroctes rousei	PSO:1199171	-584080	new/import	null
Pygaulidae	WOR:510822	-		null	-	sibling-sink mismatch	null
Pygaulidae	WOR:510822	=>	Pygaulidae	WOR:510822	-150095	reject/absorbed	null
Kenguronympha	GRY:1220964	=>	Kenguronympha	GRY:1220964	-419185	new/import	null
log.tsv|version2
source_name	source_qid	parity	target_name	target_qid	target_uid	reason	witness	
Agraeciini	ORTH:1132654	-		null	-	sibling-sink mismatch	null
Agraeciini	ORTH:1132654	=>	Agraeciini	ORTH:1132654	-974581	reject/absorbed	null
Karabasiidae	COL:1171555	=>	Karabasiidae	COL:1171555	-873874	new/import	null
Victoriellidae	WOR:414918	=>	Victoriellidae	WOR:414918	-45241	new/refinement	null
Haliplectoidea	WOR:834685	=>	Haliplectoidea	WOR:834685	-47849	reject/absorbed	null
Haliplectoidea	WOR:834685	-		null	-	not-placed/same-taxon	null
Pseudodiphasium	PPG:Pteridophyte-Phylogeny-Group1-16	=>	Pseudodiphasium	PPG:Pteridophyte-Phylogeny-Group1-16	-63220	new/import	null
Pseudodiphasium	TPL:T18485	=>	Pseudodiphasium	PPG:Pteridophyte-Phylogeny-Group1-16	-63220	same/primary-name	Pseudodiphasium
Anisochaeta	TPL:T1992	=>	Anisochaeta	TPL:T1992	-121894	new/import	null
Anisochaeta	EET:EOL-Earthworm-Patch-3235	-		null	-	not-placed/does-not-descend	null
