id	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	namePublishedIn	kingdom	taxonRank	scientificNameAuthorship	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	modified
1214913	1214913	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481939	1214913	1214912	Dendezia fulva	Harrington, B.J. & Slater. 1983.	Animalia	species	Harrington & Slater, 1983	ICZN	valid			2016-11-08T15:20:00
1214914	1214914	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481938	1214914	1214912	Dendezia lunamaculata	Harrington, B.J. & Slater. 1983.	Animalia	species	Harrington & Slater, 1983	ICZN	valid			2016-11-08T15:20:00
1214915	1214915	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481937	1214915	1214912	Dendezia nitida	Scudder. 1963.	Animalia	species	Scudder, 1963	ICZN	valid			2016-11-08T15:20:00
1214916	1214916	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481936	1214916	1214912	Dendezia paucimaculata	Harrington, B.J. & Slater. 1983.	Animalia	species	Harrington & Slater, 1983	ICZN	valid			2016-11-08T15:20:00
1214917	1214917	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481933	1214917	1214901	Kanadyana	Scudder. 1963.	Animalia	genus	Scudder, 1963	ICZN	valid			2016-11-08T15:20:00
1214918	1214918	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481934	1214918	1214917	Kanadyana dolora	Scudder. 1963.	Animalia	species	Scudder, 1963	ICZN	valid			2016-11-08T15:20:00
1214919	1214919	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481923	1214919	1214901	Laticlerada	Malipatil. 1981.	Animalia	genus	Malipatil, 1981	ICZN	valid			2016-11-08T15:20:00
1214920	1214920	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481932	1214920	1214919	Laticlerada cairnsensis	Malipatil. 1981.	Animalia	species	Malipatil, 1981	ICZN	valid			2016-11-08T15:20:00
1214921	1214921	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481931	1214921	1214919	Laticlerada monteithi	Malipatil. 1981.	Animalia	species	Malipatil, 1981	ICZN	valid			2016-11-08T15:20:00
1214922	1214922	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481930	1214922	1214919	Laticlerada muluensis	Malipatil. 1985.	Animalia	species	Malipatil, 1985	ICZN	valid			2016-11-08T15:20:00
1214923	1214923	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481929	1214923	1214919	Laticlerada naumanni	Malipatil. 1981.	Animalia	species	Malipatil, 1981	ICZN	valid			2016-11-08T15:20:00
1214930	1214930	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481920	1214930	1214901	Neoclerada	Malipatil. 1981.	Animalia	genus	Malipatil, 1981	ICZN	valid			2016-11-08T15:20:00
1214931	1214931	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481922	1214931	1214930	Neoclerada insulicola	Malipatil. 1981.	Animalia	species	Malipatil, 1981	ICZN	valid			2016-11-08T15:20:00
1214932	1214932	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481921	1214932	1214930	Neoclerada westraliensis	Malipatil. 1981.	Animalia	species	Malipatil, 1981	ICZN	valid			2016-11-08T15:20:00
1214933	1214933	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481908	1214933	1214901	Paramahisa	Malipatil. 1981.	Animalia	genus	Malipatil, 1981	ICZN	valid			2016-11-08T15:20:00
1214934	1214934	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481919	1214934	1214933	Paramahisa bicolorata	Malipatil. 1981.	Animalia	species	Malipatil, 1981	ICZN	valid			2016-11-08T15:20:00
1214935	1214935	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481918	1214935	1214933	Paramahisa cantrelli	Malipatil. 1981.	Animalia	species	Malipatil, 1981	ICZN	valid			2016-11-08T15:20:00
1214936	1214936	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481917	1214936	1214933	Paramahisa exigua	Malipatil. 1981.	Animalia	species	Malipatil, 1981	ICZN	valid			2016-11-08T15:20:00
1214937	1214937	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481916	1214937	1214933	Paramahisa leai	Malipatil. 1981.	Animalia	species	Malipatil, 1981	ICZN	valid			2016-11-08T15:20:00
1214938	1214938	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481915	1214938	1214933	Paramahisa pallida	Malipatil. 1981.	Animalia	species	Malipatil, 1981	ICZN	valid			2016-11-08T15:20:00
1214939	1214939	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481914	1214939	1214933	Paramahisa queenslandensis	Malipatil. 1981.	Animalia	species	Malipatil, 1981	ICZN	valid			2016-11-08T15:20:00
1214940	1214940	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481913	1214940	1214933	Paramahisa trimaculata	Malipatil. 1981.	Animalia	species	Malipatil, 1981	ICZN	valid			2016-11-08T15:20:00
1214945	1214945	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481905	1214945	1214901	Parapactye	Malipatil. 1983.	Animalia	genus	Malipatil, 1983	ICZN	valid			2016-11-08T15:20:00
1214946	1214946	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481906	1214946	1214945	Parapactye africanus	Scudder. 1962.	Animalia	species	Scudder, 1962	ICZN	valid			2016-11-08T15:20:00
1214947	1214947	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481903	1214947	1214901	Prehensocoris	Harrington, B.J. 1988.	Animalia	genus	Harrington, 1988	ICZN	valid			2016-11-08T15:20:00
1214948	1214948	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481904	1214948	1214947	Prehensocoris indonesensis	Harrington, B.J. 1988.	Animalia	species	Harrington, 1988	ICZN	valid			2016-11-08T15:20:00
1214949	1214949	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481899	1214949	1214901	Dyakana	Distant, W.L. 1906. Oriental Heteroptera. Annales de la Société Entomologique de Belgique. (Ann. Soc. ent. Belg.)	Animalia	genus	Distant, 1906	ICZN	valid			2016-11-08T15:20:00
1214950	1214950	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481900	1214950	1214949	Dyakana dissimilis	Walker, F. 1872. Catalogue of the specimens of Hemiptera Heteroptera in the collection of the British Museum. Catalogue of the specimens of Hemiptera Heteroptera in the collection of the British Museum. London:	Animalia	species	(Walker, 1872)	ICZN	valid			2016-11-08T15:20:00
1214951	1214951	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481894	1214955	1214901	Henricodohrnia	Breddin, G. 1901. Neue Lygaeiden & Pyrrhocoriden der Malayishc-australischen Region. Soc. Ent.	Animalia	genus	Breddin, 1901	ICZN	junior synonym			2016-11-08T15:20:00
1214952	1214952	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481892	1214952	1214955	Pactye elegans	Breddin, G. 1901. Neue Lygaeiden & Pyrrhocoriden der Malayishc-australischen Region. Soc. Ent.	Animalia	species	(Breddin, 1901)	ICZN	valid			2016-11-08T15:20:00
1214953	1214953	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481895	1214953	1214901	Navarrus	Distant, W.L. 1901. Rhynchotal notes. XI. Heteroptera: Fam. Lygaeidae. Ann. Mag. Nat. Hist.	Animalia	genus	Distant, 1901	ICZN	valid			2016-11-08T15:20:00
1214954	1214954	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481897	1214954	1214953	Navarrus phaeophilus	Walker, F. 1872. Catalogue of the specimens of Hemiptera Heteroptera in the collection of the British Museum. Catalogue of the specimens of Hemiptera Heteroptera in the collection of the British Museum. London:	Animalia	species	(Walker, 1872)	ICZN	valid			2016-11-08T15:20:00
1214955	1214955	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481885	1214955	1214901	Pactye	Stal, C. 1865. Hemiptera Africana II. Hemiptera Africana II. Stockholm: Norstedtiana. pp.	Animalia	genus	Stal, 1865	ICZN	valid			2016-11-08T15:20:00
1214956	1214956	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481890	1214956	1214955	Pactye ciconia	Stal, C. 1867. Analecta Hemipterologica. Berl. ent. Z.	Animalia	species	Stal, 1867	ICZN	valid			2016-11-08T15:20:00
1214957	1214957	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481891	1214956	1214955	Phibalocoris grus	Miller. 1949. A new genus of Lygaeidae (Rhynchota) from Borneo. Ann. Mag. Nat. Hist.	Animalia	species	Miller, 1949	ICZN	junior synonym			2016-11-08T15:20:00
1214960	1214960	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481889	1214955	1214901	Phibalocoris	Miller. 1949. A new genus of Lygaeidae (Rhynchota) from Borneo. Ann. Mag. Nat. Hist.	Animalia	genus	Miller, 1949	ICZN	junior synonym			2016-11-08T15:20:00
1214961	1214961	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481883	1214961	1214901	Panchaea	Stal, C. 1865. Hemiptera Africana II. Hemiptera Africana II. Stockholm: Norstedtiana. pp.	Animalia	genus	Stal, 1865	ICZN	valid			2016-11-08T15:20:00
1214962	1214962	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481884	1214962	1214961	Panchaea depressa	Stal, C. 1865. Hemiptera Africana II. Hemiptera Africana II. Stockholm: Norstedtiana. pp.	Animalia	species	Stal, 1865	ICZN	valid			2016-11-08T15:20:00
1214963	1214963	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481878	1214963	1214901	Pholeolygaeus	Deboutteville & Paulian. 1952. Recherches sur la fauna des nids & des terriers en Basse Cote d'Ivoire. In: Encyclopedie biogeographique & ecologique. Paris: Paul Lechevalier pp.	Animalia	genus	Deboutteville & Paulian, 1952	ICZN	valid			2016-11-08T15:20:00
1214964	1214964	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481881	1214964	1214963	Pholeolygaeus garnhami	Miller. 1957. Harmosticana garnhami gen. nov., sp. n. (Lygaeidae: Hemiptera-Heteroptera) associated with a mammal in East Africa. Parasitology	Animalia	species	(Miller, 1957)	ICZN	valid			2016-11-08T15:20:00
1214965	1214965	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481880	1214965	1214963	Pholeolygaeus inquilinus	Deboutteville & Paulian. 1952. Recherches sur la fauna des nids & des terriers en Basse Cote d'Ivoire. In: Encyclopedie biogeographique & ecologique. Paris: Paul Lechevalier pp.	Animalia	species	Deboutteville & Paulian, 1952	ICZN	valid			2016-11-08T15:20:00
1214966	1214966	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481879	1214963	1214901	Harmosticana	Miller. 1957. Harmosticana garnhami gen. nov., sp. n. (Lygaeidae: Hemiptera-Heteroptera) associated with a mammal in East Africa. Parasitology	Animalia	genus	Miller, 1957	ICZN	junior synonym			2016-11-08T15:20:00
1214967	1214967	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481872	1214967	1214901	Clerada	Signoret, V. 1863. Hemiptera: In Maillard, Notes sur l'Ile de la Reunion. Hemiptera: In Maillard, Notes sur l'Ile de la Reunion. (Bourbon) Insectes. Paris.	Animalia	genus	Signoret, 1863	ICZN	valid			2016-11-08T15:20:00
1214968	1214968	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481877	1214968	1214967	Clerada bipunctata	Horvath, G. 1909. Species generis Lygaeidarum Clerada Sign. Ann. hist.-nat. Mus. hung.	Animalia	species	Horvath, 1909	ICZN	valid			2016-11-08T15:20:00
1214969	1214969	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481870	1214969	1214982	Mahisa ceromatica	Distant, W.L. 1906. Oriental Heteroptera. Annales de la Société Entomologique de Belgique. (Ann. Soc. ent. Belg.)	Animalia	species	Distant, 1906	ICZN	valid			2016-11-08T15:20:00
1214970	1214970	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481946	1214970	1214902	Arcleda ferruginea	Horvath, G. 1909. Species generis Lygaeidarum Clerada Sign. Ann. hist.-nat. Mus. hung.	Animalia	species	(Horvath, 1909)	ICZN	valid			2016-11-08T15:20:00
1214971	1214971	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481867	1214971	1214983	Harmostica fulvicornis	Horvath, G. 1914. Miscellanea Hemipterologica XIII-XVII. Ann. hist.-nat. Mus. hung.	Animalia	species	(Horvath, 1914)	ICZN	valid			2016-11-08T15:20:00
1214972	1214972	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481865	1214972	1214983	Harmostica hirsuta	Usinger, R.L. 1942. Notes and descriptions of East Asian Lygaeidae (Hemiptera). Lingnan Sci. J.	Animalia	species	Usinger, 1942	ICZN	valid			2016-11-08T15:20:00
1214973	1214973	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481927	1214973	1214919	Laticlerada laticollis	Horvath, G. 1909. Species generis Lygaeidarum Clerada Sign. Ann. hist.-nat. Mus. hung.	Animalia	species	(Horvath, 1909)	ICZN	valid			2016-11-08T15:20:00
1214974	1214974	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481925	1214974	1214919	Laticlerada nidicola	Bergroth, E. 1914. On an hemipterous insect from an Australian opossum's nest. Trans. roy. Soc. S. Aust.	Animalia	species	(Bergroth, 1914)	ICZN	valid			2016-11-08T15:20:00
1214975	1214975	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481876	1214975	1214967	Clerada noctua	Distant, W.L. 1901. Rhynchotal notes. XI. Heteroptera: Fam. Lygaeidae. Ann. Mag. Nat. Hist.	Animalia	species	Distant, 1901	ICZN	valid			2016-11-08T15:20:00
1214976	1214976	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481911	1214976	1214933	Paramahisa rufangula	Bergroth, E. 1895. Contributions to a knowledge of the Rhynchota of Australia. Proc. roy. Soc. Vict.	Animalia	species	(Bergroth, 1895)	ICZN	valid			2016-11-08T15:20:00
1214977	1214977	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481909	1214977	1214933	Paramahisa setulosa	Horvath, G. 1909. Species generis Lygaeidarum Clerada Sign. Ann. hist.-nat. Mus. hung.	Animalia	species	(Horvath, 1909)	ICZN	valid			2016-11-08T15:20:00
1214978	1214978	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481874	1214978	1214967	Clerada apicicornis	Signoret, V. 1863. Hemiptera: In Maillard, Notes sur l'Ile de la Reunion. Hemiptera: In Maillard, Notes sur l'Ile de la Reunion. (Bourbon) Insectes. Paris.	Animalia	species	Signoret, 1863	ICZN	valid			2016-11-08T15:20:00
1214979	1214979	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481875	1214978	1214967	Gastrodes terminalis	Walker, F. 1872. Catalogue of the specimens of Hemiptera Heteroptera in the collection of the British Museum. Catalogue of the specimens of Hemiptera Heteroptera in the collection of the British Museum. London:	Animalia	species	Walker, 1872	ICZN	junior synonym			2016-11-08T15:20:00
1214982	1214982	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481869	1214982	1214901	Mahisa	Distant, W.L. 1906. Oriental Heteroptera. Annales de la Société Entomologique de Belgique. (Ann. Soc. ent. Belg.)	Animalia	genus	Distant, 1906	ICZN	valid			2016-11-08T15:20:00
1214983	1214983	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481859	1214983	1214901	Harmostica	Bergroth, E. 1918. Studies in Philippine Heteroptera I. Philipp. J. Sci.	Animalia	genus	Bergroth, 1918	ICZN	valid			2016-11-08T15:20:00
1214984	1214984	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481863	1214984	1214983	Harmostica ornata	Distant, W.L. 1903. Contributions to a knowledge of the Rhynchota. Annales de la Société Entomologique de Belgique. (Ann. Soc. ent. Belg.) 47:43-65	Animalia	species	(Distant, 1903)	ICZN	valid			2016-11-08T15:20:00
1214985	1214985	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481862	1214983	1214901	Edulica	Distant, W.L. 1903. Contributions to a knowledge of the Rhynchota. Annales de la Société Entomologique de Belgique. (Ann. Soc. ent. Belg.) 47:43-65	Animalia	genus	Distant, 1903	ICZN	synonym	invalidum		2016-11-08T15:20:00
1214986	1214986	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481855	1214986	1214901	Reclada	White, F.B. 1878. Descriptions of new species of Heteropterous Hemiptera collected in the Hawaiian Islands by the Rev. T. Blackburn no. 2. Ann. Mag. Nat. Hist.	Animalia	genus	White, 1878	ICZN	valid			2016-11-08T15:20:00
1214987	1214987	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481856	1214987	1214986	Reclada moesta	White, F.B. 1878. Descriptions of new species of Heteropterous Hemiptera collected in the Hawaiian Islands by the Rev. T. Blackburn no. 2. Ann. Mag. Nat. Hist.	Animalia	species	White, 1878	ICZN	valid			2016-11-08T15:20:00
1214989	1214989	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481858	1214987	1214986	Clerada minuta	China, W.E. 1924. A new genus of Myodochidae (Lygaeidae) Heteroptera. Entomologist	Animalia	species	China, 1924	ICZN	junior synonym			2016-11-08T15:20:00
1214991	1214991	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481579	1214991	1212523	Ozophorini		Animalia	tribe		ICZN	valid			2016-11-08T15:20:00
1214992	1214992	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481852	1214992	1214991	Allotrophora	Slater & Brailovsky. 1983.	Animalia	genus	Slater & Brailovsky, 1983	ICZN	valid			2016-11-08T15:20:00
1214993	1214993	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481853	1214993	1214992	Allotrophora mexicana	Slater & Brailovsky. 1983.	Animalia	species	Slater & Brailovsky, 1983	ICZN	valid			2016-11-08T15:20:00
1214994	1214994	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481850	1214994	1214991	Brailovskyocoris	Slater. 1994.	Animalia	genus	Slater, 1994	ICZN	valid			2016-11-08T15:20:00
1214995	1214995	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481851	1214995	1214994	Brailovskyocoris curculionoides	Slater. 1994.	Animalia	species	Slater, 1994	ICZN	valid			2016-11-08T15:20:00
1214996	1214996	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481848	1214996	1214991	Cervicoris	Slater. 1982.	Animalia	genus	Slater, 1982	ICZN	valid			2016-11-08T15:20:00
1214997	1214997	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481849	1214997	1214996	Cervicoris brevirostris	Slater. 1982.	Animalia	species	Slater, 1982	ICZN	valid			2016-11-08T15:20:00
1214998	1214998	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481842	1214998	1214991	Ethaltomarus	Scudder. 1963.	Animalia	genus	Scudder, 1963	ICZN	valid			2016-11-08T15:20:00
1214999	1214999	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481847	1214999	1214998	Ethaltomarus australicus	Slater & Woodward. 1974.	Animalia	species	Slater & Woodward, 1974	ICZN	valid			2016-11-08T15:20:00
1215000	1215000	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481846	1215000	1214998	Ethaltomarus glabrosus	Scudder. 1963.	Animalia	species	Scudder, 1963	ICZN	valid			2016-11-08T15:20:00
1215001	1215001	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481845	1215001	1214998	Ethaltomarus rugosus	Scudder. 1963.	Animalia	species	Scudder, 1963	ICZN	valid			2016-11-08T15:20:00
1215002	1215002	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481844	1215002	1214998	Ethaltomarus scudderi	Linnavuori. 1976.	Animalia	species	Linnavuori, 1976	ICZN	valid			2016-11-08T15:20:00
1215003	1215003	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481843	1215003	1214998	Ethaltomarus terrareginae	Slater & Woodward. 1974.	Animalia	species	Slater & Woodward, 1974	ICZN	valid			2016-11-08T15:20:00
1215004	1215004	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481840	1215004	1214991	Gressittocoris	Slater & Zheng. 1985.	Animalia	genus	Slater & Zheng, 1985	ICZN	valid			2016-11-08T15:20:00
1215005	1215005	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481841	1215005	1215004	Gressittocoris intimidator	Slater & Zheng. 1985.	Animalia	species	Slater & Zheng, 1985	ICZN	valid			2016-11-08T15:20:00
1215006	1215006	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481838	1215006	1214991	Icaracoris	Slater. 1985.	Animalia	genus	Slater, 1985	ICZN	valid			2016-11-08T15:20:00
1215007	1215007	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481839	1215007	1215006	Icaracoris montanus	Slater. 1985.	Animalia	species	Slater, 1985	ICZN	valid			2016-11-08T15:20:00
1215008	1215008	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481836	1215008	1214991	Pamozophora	Ashlock & Slater. 1982.	Animalia	genus	Ashlock & Slater, 1982	ICZN	valid			2016-11-08T15:20:00
1215009	1215009	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481837	1215009	1215008	Pamozophora englemani	Ashlock & Slater. 1981.	Animalia	species	Ashlock & Slater, 1981	ICZN	valid			2016-11-08T15:20:00
1215010	1215010	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481834	1215010	1214991	Paraporta	Zheng. 1981.	Animalia	genus	Zheng, 1981	ICZN	valid			2016-11-08T15:20:00
1215011	1215011	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481835	1215011	1215010	Paraporta megaspina	Zheng. 1981.	Animalia	species	Zheng, 1981	ICZN	valid			2016-11-08T15:20:00
1215012	1215012	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481832	1215012	1214991	Pseudomenus	Ashlock & Slater. 1982.	Animalia	genus	Ashlock & Slater, 1982	ICZN	valid			2016-11-08T15:20:00
1215013	1215013	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481833	1215013	1215012	Pseudomenus veovatus	Ashlock & Slater. 1982.	Animalia	species	Ashlock & Slater, 1982	ICZN	valid			2016-11-08T15:20:00
1215014	1215014	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481827	1215014	1214991	Rugomenus	Ashlock. 1985.	Animalia	genus	Ashlock, 1985	ICZN	valid			2016-11-08T15:20:00
1215019	1215019	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481819	1215019	1214991	Bergidea	Breddin, G. 1897. Hemipteren: Hamburger Magalhaensische Sammelreise. Hemipteren: Hamburger Magalhaensische Sammelreise. Hamburg: L. Friederichsen & Co. pp.	Animalia	genus	Breddin, 1897	ICZN	valid			2016-11-08T15:20:00
1215020	1215020	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481667	1215020	1215158	Balboa germana	Distant. 1893.	Animalia	species	(Distant, 1893)	ICZN	valid			2016-11-08T15:20:00
1215022	1215022	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481821	1215022	1215019	Bergidea polychroma	Spinola, M. 1852. Hemipteros: In Gay, Historia de Chile zoologica 7:113-320. In Gay, Historia de Chile zoologica	Animalia	species	(Spinola, 1852)	ICZN	valid			2016-11-08T15:20:00
1215024	1215024	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481826	1215022	1215019	[ ? ] ohlini	Haglund. 1899. Die Hemipteren der Schwedischen Expedition nach den Magellanslandern 1895-1897. Svenska Exped. Till Magellanslanderna	Animalia	species	Haglund, 1899	ICZN	junior synonym			2016-11-29T15:53:00
1215025	1215025	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481816	1215025	1214991	Lygofuscanellus	Scudder, G.G.E. 1962. The world Rhyparochrominae (Hemiptera: Lygaeidae) II. new genera for previously described species. Canadian Entomologist (Canad. Ent.)	Animalia	genus	Scudder, 1962	ICZN	valid			2016-11-08T15:20:00
1215026	1215026	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481817	1215026	1215025	Lygofuscanellus alboannulatus	Champion. 1913. Coleoptera, etc. in Bromeliads. Entomologist’s Monthly Magazine (Ent. mon. Mag.)	Animalia	species	(Champion, 1913)	ICZN	valid			2016-11-08T15:20:00
1215028	1215028	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481813	1215028	1214991	Micrymenus	Bergroth, E. 1921. The first Heteropteron from Juan Fernandez. Ent. Tidskr.	Animalia	genus	Bergroth, 1921	ICZN	valid			2016-11-08T15:20:00
1215029	1215029	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481830	1215029	1215014	Rugomenus kuscheli	Kormilev, N. 1952. Los insectos de las Islas Juan Fernandez 1. Lygaeidae (Hemiptera). Rev. chil. Ent.	Animalia	species	(Kormilev, 1952)	ICZN	valid			2016-11-08T15:20:00
1215030	1215030	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481828	1215030	1215014	Rugomenus rugosus	Kormilev, N. 1957. Los insectos de las Islas Juan Fernandez 30. Lygaeidae (suplemento) (Hemiptera). Rev. chil. Ent.	Animalia	species	(Kormilev, 1957)	ICZN	valid			2016-11-08T15:20:00
1215031	1215031	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481815	1215031	1215028	Micrymenus seclusus	Bergroth, E. 1921. The first Heteropteron from Juan Fernandez. Ent. Tidskr.	Animalia	species	Bergroth, 1921	ICZN	valid			2016-11-08T15:20:00
1215032	1215032	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481805	1215032	1214991	Migdilybs	Hesse. 1925. A list of the Heteropterous & Homopterous Hemiptera of Southwest Africa. Ann. S. Afr. Mus.	Animalia	genus	Hesse, 1925	ICZN	valid			2016-11-08T15:20:00
1215033	1215033	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481810	1215033	1215032	Migdilybs furcifer	Hesse. 1925. A list of the Heteropterous & Homopterous Hemiptera of Southwest Africa. Ann. S. Afr. Mus.	Animalia	species	Hesse, 1925	ICZN	valid			2016-11-08T15:20:00
1215034	1215034	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481812	1215033	1215032	Migdilybs furcifer capensis	Hesse. 1925. A list of the Heteropterous & Homopterous Hemiptera of Southwest Africa. Ann. S. Afr. Mus.	Animalia	subspecies	Hesse, 1925	ICZN	junior synonym			2016-11-08T15:20:00
1215036	1215036	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481794	1215036	1214991	Noualhieria	Puton, A. 1889. Excursions Hemipterologiques a Teneriffe & a Madere par Maurice Noualhier avec l'enumeration des especes recoltees & la description des especes nouvelles. Revue de d’Entomologie, Caen. (Rev. Ent., Caen.)	Animalia	genus	Puton, 1889	ICZN	valid			2016-11-08T15:20:00
1215037	1215037	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481803	1215037	1215036	Noualhieria pieltaini	Gomez-Menor, J. 1924. Descripcion de una Noualhieria nueva de Canarias (Hemipt. Lygaeidae). Bol. Soc. esp. Hist. Nat.	Animalia	species	Gomez-Menor, 1924	ICZN	valid			2016-11-08T15:20:00
1215038	1215038	urn:lsid:Lygaeoidea.speciesfile.org:TaxonName:481804	1215037	1215036	Noualhieria fernandezi	Lindberg, H. 1953. Hemiptera Insularum Canariensium (Systematik, Okologie & Verbreitung der Kanarischen Heteropteren & Cicadinen). Societas Scietiarum Fennica Commentationes Biologicae (Comment. biol., Helsingf.)	Animalia	subspecies	Lindberg, 1953	ICZN	junior synonym			2016-11-08T15:20:00
