id	vernacularName	language
1136610	Purple-winged Katydid	English
1136614	White margined Polichne	English
1136615	Striped Polichne	English
1136622	short tailed polichene	English
1136623	Black-lined Polichne	English
1136626	semi-crested katydid	English
1136630	White-legged Katydid	English
1136653	Kuranda Bush Katydid	English
1136654	Neskrecki's Bush Katydid	English
1136902	Yucatan Katydid	English
1137020	Narrow-beaked Katydid	English
1137121	noble hump-backed Kattydid	English
1137127	Stout Tinzeda	English
1137130	Montane Tinzeda	English
1137131	Kosciuszko Tinzeda	English
1137132	Southern Tinzeda	English
1137146	Flap-eared Katydid	English
1137167	spiny legged katydid	English
1137167	Serrated bush Katydid	English
1137181	Le Phanéroptère  macropode	French
1137181	Langbeinige Sichelschrecke	German
1137185	Cretan Long-legged Bush-cricket	English
1137687	Mountain Katydid	English
1137718	Nadelholz-Säbelschrecke	German
1137718	Barbitiste des pessières	French
1137718	Eastern Saw-tailed Bush cricket	English
1137720	Le Barbitiste languedocien	French
1137724	Southern Saw-tailed Bush-cricket	English
1137724	Südalpen-Säbelschrecke	German
1137724	Le Barbitiste empourpré	French
1137729	Saw-tailed Bush-cricket	English
1137729	Le Barbitiste des bois	French
1137729	Laubholz-Säbelschrecke	German
1137752	Breitstirnige Plumpschrecke	German
1137758	Gemeine Plumpschrecke	German
1137759	Limnos Plump Bush-cricket	English
1137759	Limnos Bush-cricket	English
1137762	Blunt Plump Bush-cricket	English
1137763	Large Speckled Bush-cricket	English
1137763	Le Barbitiste des Pyrénées	French
1137787	Cyprian Plump Bush-cricket	English
1137806	Tosevsk's Plump Bush-cricket	English
1137846	Thrace Plump Bush-cricket	English
1137878	Fiebers Plumpschrecke	German
1137891	Striped Bush-cricket	English
1137891	La Leptophye rayée	French
1137891	Gestreifte Zartschrecke	German
1137896	La Leptophye sarmate	French
1137896	Gelbstreifige Zartschrecke	German
1137900	La Leptophye provençale	French
1137900	Südliche Zartschrecke	German
1137902	Greek Speckled Bush-cricket	English
1137905	Speckled Bush-cricket	English
1137905	La Sauterelle ponctuée	French
1137905	Punktierte Zartschrecke	German
1137920	Greek Ornate Bush-cricket	English
1137920	Greek Saw-tailed Bush-cricket	English
1137921	Balkan Ornate Bush-cricket	English
1137942	Erimanthos Bright Bush-cricket	English
1137958	Orbelicos Bright Bush-cricket	English
1137965	Werner's Bright Bush-cricket	English
1137987	Mittlere Buntschrecke	German
1138028	Aegean Bright Bush-cricket	English
1138030	Marianne's Bright Bush-cricket	English
1138031	Similar Bright Bush-cricket	English
1138032	Thessalian Bright Bush-cricket	English
1138034	Zimmer's Bright Bush-cricket	English
1138036	Veluchi Bright Bush-cricket	English
1138038	Gerlind's Bright Bush-cricket	English
1138038	Thessalian Bright Bush-cricket	English
1138053	Epiros Bright Bush-cricket	English
1138054	Zierliche Buntschrecke	German
1138058	Macedonian Bright Bush-cricket	English
1138060	Noble Bright Bush-cricket	English
1138062	Pelopponesian Bright Bush-cricket	English
1138063	Obese Bright Bush-cricket	English
1138065	Südliche Buntschrecke	German
1138072	Pindos Bright Bush-cricket	English
1138073	Soulion Bright Bush-cricket	English
1138078	Kleine Buntschrecke	German
1138141	Athos Bright Bush-cricket	English
1138169	Istanbul Bright Bush-cricket	English
1138181	Dodecanese Bright Bush-cricket	English
1138182	Ikaria Bright Bush-cricket	English
1138183	Paros Bright Bush-cricket	English
1138187	Andros Bright Bush-cricket	English
1138193	Large Saw-tailed Bush-cricket	English
1138193	Le Barbitiste ventru	French
1138193	Wanstschrecke	German
1138260	Pacific Ducetia	English
1138327	Drachenschrecke	German
1138327	Little Lichen Dragon	English
1138327	Dragoncito de los líquenes	Spanish
1138889	Japanese broadwinged katydid	English
1139058	thread-legged katydids	English
1139059	Walking Thread-legged Katydid	English
1139060	spider-tail thread-legged katydid	English
1139061	short-tail thread-legged katydid	English
1139062	carita thread-legged katydid	English
1139065	constricted thread-legged katydid	English
1139066	coyotero thread-legged katydid	English
1139068	thin-footed thread-legged katydid	English
1139071	stilt-walker katydid	English
1139074	Mescalero Thread-legged Katydid	English
1139075	eastern thread-legged katydid	English
1139077	Rio Grande thread-legged katydid	English
1139078	Poling's thread-legged katydid	English
1139079	sellate thread-legged katydid	English
1139080	semi-alate thread-legged katydid	English
1139083	Least Katydid	English
1139096	Apache bush katydid	English
1139098	creosote bush katydid	English
1139101	elegant bush katydid	English
1139104	gemmate bush katydid	English
1139107	juniper bush katydid	English
1139113	tessellate bush katydid	English
1139180	Dünnbeinige Gnomschrecke	German
1139180	Black-faced Gnome Katydid	English
1139181	Weißbart-Gnomschrecke	German
1139181	White-faced Gnome Katydid	English
1139208	common short-winged katydid	English
1139211	chestnut short-winged katydid	English
1139212	spoon-tailed short-winged katydid	English
1139217	emarginate short-winged katydid	English
1139219	gladiator short-winged katydid	English
1139222	mountain-dwelling short-winged katydid	English
1139224	thumb-bearing short-winged katydid	English
1139230	Seever's short-winged katydid	English
1139242	cypress katydids	English
1139243	striped bush-katydid	English
1139243	guinea-cypress katydid	English
1139244	western cypress katydid	English
1139245	eastern cypress katydid	English
1139263	Modest Katydid	English
1139337	Philippine katydid	English
1139354	Sickle-bearing Bush-cricket	English
1139354	Le Phanéroptère commun	French
1139354	Gemeine Sichelschrecke	German
1139373	Mediterranean Katydid	English
1139373	Le Phanéroptère méridional	French
1139373	Vierpunktige Sichelschrecke	German
1139380	giant katydids	English
1139383	La Sauterelle feuille de citron	French
1139459	Giant Katydid	English
1139462	La Sauterelle feuille de laurier	French
1139499	Lily Bush-cricket	English
1139499	Le Phanéroptère liliacé	French
1139499	Lilienblatt-Sichelschrecke	German
1139536	stick katydids	English
1139537	Stick Katydids	English
1139539	Kalbari Stick Katydid	English
1139540	King's Park Stick Katydid	English
1139543	Giant Katydids	English
1139602	Queensland Small Hooded Katydid	English
1139631	Giant katydid	English
1139643	true katydids	English
1139643	false-leaf katydids	English
1139643	sylvan katydids	English
1139676	Emerald-legged Katydid	English
1139676	Smaragdbeinschrecke	German
1139676	grillo de patas esmeraldas	Spanish
1139764	Leaf-mimicking Katydids	English
1139775	Chirping Leaf Mimic	English
1139776	Sue's Leaf Mimic	English
1139777	Etched Leaf Mimic	English
1139783	Iron Range Leaf Mimic	English
1140037	Aprion ? semitransparent	French
1140179	La Sauterelle coronnée	French
1140222	Acanthode formidable	French
1140600	les sauterelles-feuilles	French
1140617	La Sauterelle à Sabre aux feuilles d’oranger	French
1140734	little walking leaves	English
1140740	Le Typophylle déchiré	French
1140740	La Feuille morte échancrée	French
1140780	Bombuscaro-Spaziergehblättlein	German
1140814	Florida True Katydid	English
1140825	truncated true katydid	English
1140825	Central Texas leaf katydid	English
1140826	Chisos katydid	English
1140842	Northern True Katydid	English
1140842	common true katydid	English
1140847	Southern True Katydid	English
1140881	snub-nosed katydids	English
1140885	broad-winged snob-noses	English
1140886	Haffner's Snub-nose	English
1140886	Haffner's Broad-winged Snub-nose	English
1140889	Southern Snub-nose	English
1140890	Sharp-winged Snub-nose	English
1140906	delicate false-leaf katydid	English
1140906	small snub-nose	English
1140906	tiny snub-nosed katydid	English
1141134	southern snob-noses	English
1141135	Southern Snub-nose	English
1141138	Giant Spiny Forest katydid	English
1141143	Silent Spiny katydid	English
1141497	Acanthode chouette	French
1141535	Raubheuschrecken	German
1141535	predatory katydids	English
1141535	Sägeschrecken	English
1141575	Peringuey's Ambush Katydid	English
1141587	Greek Predatory Bush-cricket	English
1141601	La Magicienne dentelée	French
1141601	Matriarchal Katydid	English
1141601	Predatory Katydid	English
1141601	Große Sägeschrecke	German
1141619	Heupferde und Beißschrecken	German
1141622	Brown's Shieldback	English
1141654	Transkei Shieldback	English
1141683	Santa Monica Shieldback Katydid	English
1141699	Grass straddlers	English
1141702	Northern Grass Straddler	English
1141704	Giant Australian Grass Straddler	English
1141705	Queensland Grass Straddler	English
1141710	Kimberley Grass Straddler	English
1141711	Wary Shield-backs	English
1141712	Hairy Wary Shield-back	English
1141716	Ugly Wary Shield-back	English
1141717	Jumping Wary Shield-back	English
1141721	Starry-eyed Shield-backs	English
1141722	Amaroo starry eyed katydid	English
1141722	Beautiful Starry-eyed Shield-back	English
1141723	Narranga Starry-eyed Shield-back	English
1141724	Norris's starry-eyed Shield-back	English
1141725	Elusive Shield-backs	English
1141726	Beverley Shield-back	English
1141727	Elusive Shield-back	English
1141728	Black-faced Shield-back	English
1141729	Upton's Elusive Shield-back	English
1141730	White's Elusive Shield-back	English
1141731	Ground Shield-backs	English
1141732	western ground katydid	English
1141732	Western Short winged Ground Shield-back	English
1141735	Western Long-winged Ground Shield-back	English
1141736	motane ground kaydid	English
1141736	Montane Ground Shield-back	English
1141744	Antioch Dunes Shieldback Katydid	English
1141748	Minute Shield-backs	English
1141749	Long tailed shield back	English
1141754	Tindale's Shield-back	English
1141758	Grass Shield-backs	English
1141759	Blackdown Grass Shield-back	English
1141760	Long-winged Grass Shield-back	English
1141762	Semon's Grass Shield-back	English
1141764	Northern Throsco	English
1141768	Barbara's Xederra	English
1141771	Twisted Xederra	English
1141828	American Shield-bearer	English
1141829	American shieldback	English
1141833	Long-spurred Shield-bearer	English
1141834	Davis's Shield-bearer	English
1141835	gray shieldback	English
1141836	Robust Shield-bearer	English
1141837	Smooth Shield-bearer	English
1141837	smooth shieldback	English
1141839	Mountain Shield-bearer	English
1141839	least shieldback	English
1141842	Short-legged Shield-bearer	English
1141842	Protean Shieldback	English
1141887	Short-winged Tonged Bush-cricket	English
1141940	Cyprian Tonged Bush-cricket	English
1141972	Ussur Brown Katydid	English
1142045	Green Shield-backs	English
1142046	Balderson's Green Shield-back	English
1142047	Loud Green Shield-back	English
1142049	Montane Green Shield-back	English
1142051	chaparral shieldback	English
1142052	Biting Green Katydids	English
1142053	Cooloola Biting Green Katydid	English
1142054	Inland Biting Green Katydid	English
1142071	Marauding Katydids	English
1142074	eastern marauding katydid	English
1142077	common marauding katydid	English
1142078	Coastal Marauding Katydid	English
1142079	Kangaroo Island Marauding Katydid	English
1142080	wary marauding katydid	English
1142081	marauding shield backed katydid	English
1142081	Adelaide Marauding Katydid	English
1142094	big-tooth anabrus	English
1142095	long-legged anabrus	English
1142096	Mormon Cricket	English
1142096	Mormonen-Heuschrecke	German
1142102	Spokan anabrus	English
1142107	La Decticelle piémontaise	French
1142114	La Decticelle montagnarde	French
1142114	Alpenschrecke	German
1142116	La Decticelle sud-alpine	French
1142120	L'Antaxie disgracieuse	French
1142120	Alpine Bergschrecke	German
1142129	L'Antaxie pyrénéenne	French
1142133	L'Antaxie catalane	French
1142136	L'Antaxie marbrée	French
1142136	Atlantische Bergschrecke	German
1142137	L'Antaxie cévenole	French
1142139	L'Antaxie corse	French
1142165	australian shield-back	English
1142165	Alpine katydid	English
1142172	Cyprian Red-headed Bush-cricket	English
1142255	Middlekauff's Shieldback Katydid	English
1142278	La Decticelle gracile	French
1142278	Zierliche Südschrecke	German
1142279	La Decticelle striolée	French
1142279	Striated Bush-cricket	English
1142279	Gestreifte Südschrecke	German
1142296	Tinkham's Shieldback	English
1142298	coulee cricket	English
1142304	Ebner's Modest Bush-cricket	English
1142322	Balkan-Bergschrecke	German
1142378	Stone-jumping Bush-cricket	English
1142379	Gavrogo Bush-cricket	English
1142384	Mediterranean Bush-cricket	English
1142384	La Decticelle orientale	French
1142384	Zierliche Strauchschrecke	German
1142390	Agiostrati Bush-cricket	English
1142395	La Decticelle d'Evisa	French
1142397	La Decticelle corse	French
1142399	Cretan Bush-cricket	English
1142400	Lesbos Bush-cricket	English
1142401	Toothless Bush-cricket	English
1142402	Ferdinand's Bush-cricket	English
1142403	Greek Bush-cricket	English
1142404	Cyclades Bush-cricket	English
1142409	La Decticelle varoise	French
1142411	Maquis Bush-cricket	English
1142413	Three-lobed Bush-cricket	English
1142414	Uvarov's Bush-cricket	English
1142416	Werner's Bush-cricket	English
1142434	Raymond's Bush-cricket	English
1142434	La Decticelle frêle	French
1142434	Kleine Strauchschrecke	German
1142455	Bachufer-Beißschrecke	German
1142455	Decticelle des ruisseaux	French
1142456	Roesel's Bush-cricket	English
1142456	La Decticelle bariolée	French
1142456	Roesels Beißschrecke	German
1142464	La Decticelle des ruisseaux	French
1142467	Decticelle des ruisseaux	French
1142467	Bachufer-Beißschrecke	German
1142471	Bog Katydid	English
1142479	Donau-Beißschrecke	German
1142481	Adriatic Marmored Bush-cricket	English
1142485	Two-coloured Bush-cricket	English
1142485	La Decticelle bicolore	French
1142485	Zweifarbige Beißschrecke	German
1142493	Bog Bush-cricket	English
1142493	La Decticelle des bruyères	French
1142493	Kurzflüglige Beißschrecke	German
1142498	La Decticelle albigeoise	French
1142512	La Decticelle des alpages	French
1142514	Olympus Meadow Bush-cricket	English
1142531	La Decticelle côtière	French
1142531	Südliche Beißschrecke	German
1142540	Grey Bush-cricket	English
1142540	La Decticelle chagrinée	French
1142540	Westliche Beißschrecke	German
1142546	La Decticelle grisâtre	French
1142546	Graue Beißschrecke	German
1142561	La Decticelle à serpe	French
1142579	La Decticelle des sables	French
1142639	Steppe Bush-cricket	English
1142639	La Decticelle des steppes	French
1142639	Steppen-Beißschrecke	German
1142654	Greek bush-crickets	English
1142656	Chelmos Greek Bush-cricket	English
1142659	Vardousia Greek Bush-cricket	English
1142660	Dirphys Greek Bush-cricket	English
1142661	Tawny Greek Bush-cricket	English
1142662	Giona Greek Bush-cricket	English
1142663	Menalon Greek Bush-cricket	English
1142664	Akarnanika Greek Bush-cricket	English
1142665	Panaitoliko Greek Bush-cricket	English
1142666	Parnassos Greek Bush-cricket	English
1142667	Parnon Greek Bush-cricket	English
1142668	Slim Greek Bush-cricket	English
1142669	Tymphi Greek Bush-cricket	English
1142670	Tymphrestos Greek Bush-cricket	English
1142680	La Decticelle échassière	French
1142680	Zaunschrecke	German
1142680	La Decticelle des haies	French
1142680	Sepia Bush-cricket	English
1142694	Brown-spotted Bush-cricket	English
1142694	La Decticelle carroyée	French
1142694	Braunfleckige Beißschrecke	German
1142694	Tessellated Shieldback	English
1142701	Kleine Beißschrecke	German
1142702	Kleine Beißschrecke	German
1142708	Brown Shieldback	English
1142712	Siskiyou Shieldback	English
1142713	Tehachapi Shieldback	English
1142714	Tuolumne Shieldback	English
1142716	alpine shieldback	English
1142732	Arizona longwing	English
1142733	slender longwing	English
1142734	Bruner's longwing	English
1142735	sooty longwing	English
1142736	Grant's longwing	English
1142737	Western Longwing	English
1142740	spatulate longwing	English
1142741	one-tooth longwing	English
1142746	pine katydid	English
1142754	Short-tailed Shield-back	English
1142757	Dooloo Shield-back	English
1142758	Southern Shield-back	English
1142759	Small shield-back	English
1142760	Kangaroo Island Shield-back	English
1142761	Spinifex Shield-back	English
1142762	Heath-dwelling Shield-back	English
1142777	Eastern Green Bush-cricket	English
1142777	La Sauterelle des Grisons	French
1142777	Östliches Heupferd	German
1142777	La Sauterelle orientale	French
1142803	Upland Green Bush-cricket	English
1142803	La Sauterelle cymbalière	French
1142803	Zwitscherschrecke	German
1142803	Zwitscherheupferd	German
1142807	Great Green Bush-cricket	English
1142807	La Grande Sauterelle verte	French
1142807	Großes Grünes Heupferd	German
1142828	La Decticelle marocaine	French
1142831	black-winged shieldback	English
1142832	Shield-bearers	English
1142851	Short-winged Spiny Bush-cricket	English
1142859	Le Dectique des brandes	French
1142859	Heideschrecke	German
1142859	Heath Bushcricket	English
1142922	Le Dectique à front blanc	French
1142922	Südlicher Warzenbeißer	German
1142925	Wart-biter (Bush-cricket)	English
1142925	Le Dectique verrucivore	French
1142925	Warzenbeißer	German
1142925	La Sauterelle ronge-verrue	French
1142958	Ionian Marbled Bush-cricket	English
1142962	La Decticelle splendide	French
1142962	Grüne Strauchschrecke	German
1142968	La Decticelle magnifique	French
1142972	Epirus Marbled Bush-cricket	English
1142974	Lefkas Marbled Bush-cricket	English
1142975	Greek Marbled Bush-cricket	English
1142994	Uvarov's Marbled Bush-cricket	English
1143002	Pale-legged Marbled Bush-cricket	English
1143003	Skaronero Marbled Bush-cricket	English
1143006	Jacqueline's Marbled Bush-cricket	English
1143009	Cyclades Marbled Bush-cricket	English
1143013	Idi Marbled Bush-cricket	English
1143014	Ikaria Marbled Bush-cricket	English
1143020	Spiny Marbled Bush-cricket	English
1143026	Giulia's Marbled Bush-cricket	English
1143027	Marianne's Marbled Bush-cricket	English
1143028	Fer's Marbled Bush-cricket	English
1143030	Mount Ida Marbled Bush-cricket	English
1143030	Naxos Marbled Bush-cricket	English
1143031	Annamaria's Marbled Bush-cricket	English
1143032	Cretan Marbled Bush-cricket	English
1143033	Hidden Marbled Bush-cricket	English
1143076	Alpine Dark Bush-cricket	English
1143076	La Decticelle aptère	French
1143076	Alpen-Strauchschrecke	German
1143091	Fischer's Bush-cricket	English
1143091	La Decticelle trompeuse	French
1143091	Südliche Strauchschrecke	German
1143093	Dark Bush-cricket	English
1143093	La Decticelle cendrée	French
1143093	Gewöhnliche Strauchschrecke	German
1143104	Insubrische Strauchschrecke	German
1143104	Decticelle insubrique	French
1143106	La Decticelle insubrique	French
1143106	Küsten-Strauchschrecke	German
1143106	Littoral Bush-cricket	English
1143107	Lucas' Dark Bush-cricket	English
1143120	La Decticelle des pelouses	French
1143126	balloon-winged katydids	English
1143127	Balloon-winged Katydids	English
1143129	Andrea's Balloon-winged Katydid	English
1143130	Houston's Balloon-winged Katydid	English
1143131	Rottnest Balloon-winged Katydid	English
1143132	Bunbury Balloon-winged Katydid	English
1143133	Uvarov's Balloon-winged Katydid	English
1143135	Pinnaroo Balloon-winged Katydid	English
1143136	Kalbarri Balloon-winged Katydid	English
1143137	Common Southern Balloon-winged Katydid	English
1143138	Long-tailed Balloon-winged Katydid	English
1143139	Gorgeous Balloon-winged Katydid	English
1143141	Ourapilla Balloon-winged Katydid	English
1143142	Southern Balloon-winged Katydid	English
1143143	Variable Balloon-winged Katydid	English
1143145	Eyre Balloon-winged Katydid	English
1143151	pollen- and nectar-feeding katydids	English
1143152	Balsam Beasts	English
1143153	Balsam Beast	English
1143154	Vernal Katydids	English
1143157	Iyouta	English
1143160	Nartee	English
1143166	West-wind Katydids	English
1143169	Twig-mimicking Katydids	English
1143171	australian pollen feeding katydid	English
1143171	Australian Twig-mimicking Katydid	English
1143174	Nina's Twig mimicking Katydid	English
1143177	spiny predatory katydids	English
1143211	gumleaf katydids	English
1143213	Beautiful Gumleaf Katydid	English
1143214	Eucla Gumleaf Katydid	English
1143215	Sydney Gumleaf Katydid	English
1143219	Northern Tropical Gumleaf Katydid	English
1143220	Black-banded Gumleaf Katydid	English
1143221	Woodger's Gumleaf Katydid	English
1143222	Confusing Gumleaf Katydid	English
1143223	Small Gumleaf Katydid	English
1143225	Great Green Gumleaf Katydid	English
1143226	Calperum Gumleaf Katydid	English
1143227	Spearhead Gumleaf Katydid	English
1143228	Paruna Gumleaf Katydid	English
1143229	Giant Gumleaf Katydid	English
1143231	Odd Gumleaf Katydid	English
1143233	Jumbunna Gumleaf Katydid	English
1143234	Jimiramira Gumleaf Katydid	English
1143235	Norabeetya Gumleaf Katydid	English
1143236	Moonga Gumleaf Katydid	English
1143237	King Gumleaf Katydid	English
1143238	spotted predatory katydids	English
1143241	Spotted Predatory Katydid	English
1143254	Greater Arid-land Katydid	English
1143257	lesser arid-land katydid	English
1143258	Yullandrias	English
1143259	Glistening Yullandria	English
1143260	Kakadu Yullandria	English
1143261	Small Grass Straddlers	English
1143262	Nyalma Grass Straddler	English
1143263	Sally's Grass Straddler	English
1143264	Cricket-Chirping Katydids	English
1143265	Mirru Cricket-Chirper	English
1143268	Rottnest Requena	English
1143269	Common Eastern Requena	English
1143270	Huskisson Requena	English
1143271	Queen Victoria's Requena	English
1143272	Kangaroo Island Requena	English
1143273	South Coast Requena	English
1143274	Inland Requena	English
1143275	Kim's Requena	English
1143276	Karri Requena	English
1143277	Dunsborough Requena	English
1143278	Incessant Requena	English
1143279	Brolga Requena	English
1143280	Heller's Chirping Requena	English
1143281	Bailey's Requena	English
1143282	Common Western Requena	English
1143284	The Waminda	English
1143285	Win's Thumelinia	English
1143286	ginger katydids	English
1143287	Jin's Ginger Katydid	English
1143288	The Irvines’ Ginger Katydid	English
1143291	false meadow katydids	English
1143304	Territory imitator	English
1143305	Jadon's Imitator	English
1143318	fierce predatory katydids	English
1143324	balloon-winged katydids	English
1143324	fierce predatory katydids	English
1143328	Mundurra Balloon-winged Katydid	English
1143328	Mundurra Fierce Predatory Katydid	English
1143373	Genjam Alison	English
1143376	Alison's Katydids	English
1143377	Roach's Alison	English
1143378	Gordon's Alison	English
1143379	The Sedlaceks' Alison	English
1143380	Garaina Alison	English
1143388	Milagro-Zwergschrecke	German
1143388	Grillito Milagro	Spanish
1143388	Milagro Dwarf Katydid	English
1203938	Gemeine Plumpschrecke	German
1203959	Almeria Sand Grasshopper	English
1203960	Knotty Sand Grasshopper	English
1203988	Lanzarote Stick Grasshopper	English
1204055	African mole cricket	English
1207781	Cyprian Grey Bush-Cricket	English
1216697	Chameleon Grasshopper	English
1217275	Lila Downs' Friar Grasshopper	English
1217933	Cerro Jesus tree cricket	English
1217934	Otte's tree cricket	English
1217935	Baker's tree cricket	English
1217936	Belt's tree cricket	English
1217937	Golden tree cricket	English
1218031	Minute Pygmy Locust	English
1218122	snub-nosed katydids	English
1218260	fast-tinkling trig	English
1218261	Calusa trig	English
1218265	Weissman's conehead	English
1218532	Le Dolichopode dauphinois	French
1218726	Otago Ground Weta	English
1220828	Round Island Grasshopper	English
1220917	Zoia's Cave-cricket	English
1221009	Miramelle tessinoise	French
1221009	Tessiner Gebirgsschrecke	German
1222229	Angular-winged Snub-nosed Katydid	English
1222270	Garradunga Snub-nosed Katydid	English
1222296	Hiller's Snub-nosed Katydid	English
1222298	Tallebudgera Spiny Snub-nose	English
1222299	Kungaree Snub-nose	English
1222302	Mount Lewis Broad-winged Snub-nose	English
1222419	Saltamontes patriota	Spanish
1222964	Langfühler-Dornschrecke	German
1222964	Long-horned Groundhopper	English
1222964	Le Tétrix des sablières	French
1222964	Le Tétrix des carrières	French
1223026	La Miramelle ligure	French
1223665	La Decticelle des ruisseaux	French
1223947	Mia's Pygmy Devil	English
1224023	Willemses' Stone Grasshopper	English
1224031	Gemeine Dornschrecke	German
1224031	Common Groundhopper	English
1224031	Le Tétrix forestier	French
1224031	common ground-hopper	English
1228810	Fiebers Gebirgsschrecke	German
