uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	
1179865	|	1179955	|	Forcipula congo	|	species	|		|	
1179866	|	1181773	|	Gonolabis	|	genus	|		|	
1179867	|	1179592	|	Forficula beelzebub	|	species	|		|	
1179868	|	1181794	|	Cosmiella rebus	|	species	|		|	
1179869	|	1179592	|	Forficula interrogans	|	species	|		|	
1179870	|	1179592	|	Forficula davidi	|	species	|		|	
1179871	|	1179870	|	Forficula davidi davidi	|	subspecies	|		|	
1179872	|	1181590	|	Chaetospania laminata	|	species	|		|	
1179873	|	1181590	|	Chaetospania capella	|	species	|		|	
1179874	|	1181632	|	Anechura torquata	|	species	|		|	
1179875	|	1180914	|	Nala nepalensis	|	species	|		|	
1179876	|	1180915	|	Allostethella doriae	|	species	|		|	
1179878	|	1181319	|	Marava feae	|	species	|		|	
1179879	|	1181319	|	Marava nigrella	|	species	|		|	
1179880	|	1181318	|	Irdex pygidiata	|	species	|		|	
1179882	|	1179592	|	Forficula albertisi	|	species	|		|	
1179883	|	1181590	|	Chaetospania borneensis	|	species	|		|	
1179884	|	1181588	|	Auchenomus angusticollis	|	species	|		|	
1179885	|	1179517	|	Chelisoches ater	|	species	|		|	
1179886	|	1181267	|	Metisolabis punctata	|	species	|		|	
1179887	|	1179978	|	Anisolabis robustus	|	species	|		|	
1179889	|	1179773	|	Apachyus beccarii	|	species	|		|	
1179890	|	1180914	|	Nala lividipes	|	species	|		|	
1179892	|	1179517	|	Chelisoches morio	|	species	|		|	
1179893	|	1179592	|	Forficula flexuosa	|	species	|		|	
1179896	|	1179517	|	Chelisoches flavipennis	|	species	|		|	
1179900	|	1181762	|	Paralabella annulata	|	species	|		|	
